"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Jul 20 17:45:35 IST 2023","Thu Jul 20 17:45:36 IST 2023","1048","","PBI_231950: Verify the Functionality of Account listing screen","","PBI_231950: Verify the Functionality of Account listing screen","Verify Search Elements UI for LVS Role","Verify Search Elements UI for LVS Role",""
