"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Jul 20 17:36:55 IST 2023","Thu Jul 20 17:37:14 IST 2023","19450","","PBI_231950: Verify the Functionality of Account listing screen","","PBI_231950: Verify the Functionality of Account listing screen","Verify Search Elements UI for LVS Role","Verify Search Elements UI for LVS Role",""
